ID,Make,Model,Engine,Fuel,Driveline,Hybrid,City,Highway,Transmission,Year,Horsepower,Torque
2012 Ford Fiesta SE Sedan,Ford,2012 Ford Fiesta Sedan,Ford 1.6L 4 Cylinder 120 hp 112 ft-lbs,Gasoline,Front-wheel drive,True,29,38,Manual transmission,2012,120,112
2012 Ford Fiesta SEL Sedan,Ford,2012 Ford Fiesta Sedan,Ford 1.6L 4 Cylinder 120 hp 112 ft-lbs,Gasoline,Front-wheel drive,True,29,38,Manual transmission,2012,120,112
2011 Ford Fiesta Sedan S,Ford,2011 Ford Fiesta Sedan,Ford 1.6L 4 Cylinder 120 hp 112 ft-lbs,Gasoline,Front-wheel drive,True,38,37,Manual transmission,2011,120,112
2011 Ford Fiesta Sedan SE,Ford,2011 Ford Fiesta Sedan,Ford 1.6L 4 Cylinder 120 hp 112 ft-lbs,Gasoline,Front-wheel drive,True,28,37,Manual transmission,2011,120,112
2011 Ford Fiesta Sedan SEL,Ford,2011 Ford Fiesta Sedan,Ford 1.6L 4 Cylinder 120 hp 112 ft-lbs,Gasoline,Front-wheel drive,True,28,37,Manual transmission,2011,120,112
2011 Volvo C30 R-Design AT,Volvo,2011 Volvo C30,Volvo 2.5L 5 Cylinder 227 hp 236 ft-lbs Turbo,Gasoline,Front-wheel drive,True,21,30,Automatic transmission,2011,227,236
2011 Volvo C30 R-Design,Volvo,2011 Volvo C30,Volvo 2.5L 5 Cylinder 227 hp 236 ft-lbs Turbo,Gasoline,Front-wheel drive,True,21,29,Manual transmission,2011,227,236
2010 Volvo C30 R-Design AT,Volvo,2010 Volvo C30,Volvo 2.5L 5 Cylinder 227 hp 236 ft-lbs Turbo,Gasoline,Front-wheel drive,True,21,30,Automatic transmission,2010,227,236
2010 Volvo C30 R-Design,Volvo,2010 Volvo C30,Volvo 2.5L 5 Cylinder 227 hp 236 ft-lbs Turbo,Gasoline,Front-wheel drive,True,21,29,Manual transmission,2010,227,236
2010 Audi A4 Sedan 2.0 T Quattro AT,Audi,2010 Audi A4 Sedan,Audi 2.0L 4 cylinder 211 hp 258 ft-lbs Turbo,Gasoline,All-wheel drive,True,21,27,Automatic transmission,2010,211,258
2010 Audi A4 Sedan 2.0 T Quattro,Audi,2010 Audi A4 Sedan,Audi 2.0L 4 cylinder 211 hp 258 ft-lbs Turbo,Gasoline,All-wheel drive,True,22,30,Manual transmission,2010,211,258
2010 Volvo S40 2.4i AT,Volvo,2010 Volvo S40,Volvo 2.4L 5 Cylinder 168 hp 166 ft-lbs,Gasoline,Front-wheel drive,True,21,29,Automatic transmission,2010,168,170
2010 Volvo S40 R-Design AT AWD,Volvo,2010 Volvo S40,Volvo 2.5L 5 Cylinder 227 hp 236 ft-lbs Turbo,Gasoline,All-wheel drive,True,20,27,Automatic transmission,2010,227,236
2012 Audi A4 Avant 2.0 T,Audi,2012 Audi A4 Avant,Audi 2.0L 4 cylinder 211 hp 258 ft-lbs Turbo,Gasoline,All-wheel drive,True,21,29,Automatic transmission,2012,211,258
2011 Audi A4 Avant 2.0 T,Audi,2011 Audi A4 Avant,Audi 2.0L 4 cylinder 211 hp 258 ft-lbs Turbo,Gasoline,All-wheel drive,True,21,29,Automatic transmission,2011,211,258
2010 Audi A4 Avant 2.0 T,Audi,2010 Audi A4 Avant,Audi 2.0L 4 cylinder 211 hp 258 ft-lbs Turbo,Gasoline,All-wheel drive,True,23,30,Automatic transmission,2010,211,258
2011 Honda Accord EX Coup,Honda,2011 Honda Accord Coup,Honda 2.4L 4 cylinder 190 hp 162 ft-lbs,Gasoline,Front-wheel drive,True,23,32,Manual transmission,2011,190,162
2011 Honda Accord LX-S Coup AT,Honda,2011 Honda Accord Coup,Honda 2.4L 4 cylinder 190 hp 162 ft-lbs,Gasoline,Front-wheel drive,True,22,33,Automatic transmission,2011,190,162
2011 Honda Accord EX-L V-6 Coup,Honda,2011 Honda Accord Coup,Honda 3.5L 6 Cylinder 271hp 251 ft-lbs,Gasoline,Front-wheel drive,True,17,26,Manual transmission,2011,271,251
2011 Honda Accord LX-S Coup,Honda,2011 Honda Accord Coup,Honda 2.4L 4 cylinder 190 hp 162 ft-lbs,Gasoline,Front-wheel drive,True,23,32,Manual transmission,2011,190,162
2011 Honda Accord EX-L V-6 Coup AT,Honda,2011 Honda Accord Coup,Honda 3.5L 6 Cylinder 271hp 251 ft-lbs,Gasoline,Front-wheel drive,True,19,29,Automatic transmission,2011,271,251
2011 Honda Accord EX Coup AT,Honda,2011 Honda Accord Coup,Honda 2.4L 4 cylinder 190 hp 162 ft-lbs,Gasoline,Front-wheel drive,True,22,33,Automatic transmission,2011,190,162
2011 Honda Accord EX-L Coup,Honda,2011 Honda Accord Coup,Honda 2.4L 4 cylinder 190 hp 162 ft-lbs,Gasoline,Front-wheel drive,True,22,33,Automatic transmission,2011,190,162
2012 Ford Fiesta SE Hatchback,Ford,2012 Ford Fiesta Hatchback,Ford 1.6L 4 Cylinder 120 hp 112 ft-lbs,Gasoline,Front-wheel drive,True,29,38,Manual transmission,2012,120,112
2012 Ford Fiesta SES Hatchback,Ford,2012 Ford Fiesta Hatchback,Ford 1.6L 4 Cylinder 120 hp 112 ft-lbs,Gasoline,Front-wheel drive,True,29,38,Manual transmission,2012,120,112
2011 Ford Fiesta Hatchback SE,Ford,2011 Ford Fiesta Hatchback,Ford 1.6L 4 Cylinder 120 hp 112 ft-lbs,Gasoline,Front-wheel drive,True,28,37,Manual transmission,2011,120,112
2011 Ford Fiesta Hatchback SES,Ford,2011 Ford Fiesta Hatchback,Ford 1.6L 4 Cylinder 120 hp 112 ft-lbs,Gasoline,Front-wheel drive,True,28,37,Manual transmission,2011,120,112
2010 Honda Accord LX Sedan,Honda,2010 Honda Accord Sedan,Honda 2.4L 4 cylinder 177 hp 161 ft-lbs,Gasoline,Front-wheel drive,True,22,31,Manual transmission,2010,177,161
2010 Honda Accord LX Sedan AT,Honda,2010 Honda Accord Sedan,Honda 2.4L 4 cylinder 177 hp 161 ft-lbs,Gasoline,Front-wheel drive,True,21,31,Automatic transmission,2010,177,161
2010 Honda Accord LX-P Sedan,Honda,2010 Honda Accord Sedan,Honda 2.4L 4 cylinder 177 hp 161 ft-lbs,Gasoline,Front-wheel drive,True,22,31,Manual transmission,2010,177,161
2010 Honda Accord LX-P Sedan AT,Honda,2010 Honda Accord Sedan,Honda 2.4L 4 cylinder 177 hp 161 ft-lbs,Gasoline,Front-wheel drive,True,21,31,Automatic transmission,2010,177,161
2010 Honda Accord EX Sedan,Honda,2010 Honda Accord Sedan,Honda 2.4L 4 cylinder 190 hp 162 ft-lbs,Gasoline,Front-wheel drive,True,22,31,Manual transmission,2010,190,162
2010 Honda Accord EX Sedan AT,Honda,2010 Honda Accord Sedan,Honda 2.4L 4 cylinder 190 hp 162 ft-lbs,Gasoline,Front-wheel drive,True,21,31,Automatic transmission,2010,190,162
2010 Honda Accord EX-L Sedan,Honda,2010 Honda Accord Sedan,Honda 2.4L 4 cylinder 190 hp 162 ft-lbs,Gasoline,Front-wheel drive,True,22,31,Manual transmission,2010,190,162
2010 Honda Accord EX-L Sedan AT,Honda,2010 Honda Accord Sedan,Honda 2.4L 4 cylinder 190 hp 162 ft-lbs,Gasoline,Front-wheel drive,True,21,31,Automatic transmission,2010,190,162
2010 Honda Accord EX V-6 Sedan,Honda,2010 Honda Accord Sedan,Honda 3.5L 6 Cylinder 271 hp 254 ft-lbs,Gasoline,Front-wheel drive,True,19,29,Automatic transmission,2010,271,254
2011 Toyota Avalon,Toyota,2011 Toyota Avalon,Toyota 3.5L 6 Cylinder 268 hp 248 ft-lbs,Gasoline,Front-wheel drive,True,20,29,Automatic transmission,2011,268,248
2011 Toyota Avalon Limited,Toyota,2011 Toyota Avalon,Toyota 3.5L 6 Cylinder 268 hp 248 ft-lbs,Gasoline,Front-wheel drive,True,20,29,Automatic transmission,2011,268,248
2009 Nissan 370Z Coupe AT,Nissan,2009 Nissan 370Z Coupe,Nissan 3.7L 6 Cylinder 332 hp 270 ft-lbs,Gasoline,Rear-wheel drive,True,18,26,Automatic transmission,2009,332,270
2009 Nissan 370Z Touring Coupe AT,Nissan,2009 Nissan 370Z Coupe,Nissan 3.7L 6 Cylinder 332 hp 270 ft-lbs,Gasoline,Rear-wheel drive,True,18,26,Automatic transmission,2009,332,270
2009 Nissan 370Z Touring Coupe,Nissan,2009 Nissan 370Z Coupe,Nissan 3.7L 6 Cylinder 332 hp 270 ft-lbs,Gasoline,Rear-wheel drive,True,18,26,Manual transmission,2009,332,270
2009 Nissan 370Z Coupe,Nissan,2009 Nissan 370Z Coupe,Nissan 3.7L 6 Cylinder 332 hp 270 ft-lbs,Gasoline,Rear-wheel drive,True,18,26,Manual transmission,2009,332,270
2010 Toyota Avalon XL,Toyota,2010 Toyota Avalon,Toyota 3.5L 6 Cylinder 268 hp 248 ft-lbs,Gasoline,Front-wheel drive,True,19,28,Automatic transmission,2010,268,248
2010 Toyota Avalon XLS,Toyota,2010 Toyota Avalon,Toyota 3.5L 6 Cylinder 268 hp 248 ft-lbs,Gasoline,Front-wheel drive,True,19,28,Automatic transmission,2010,268,248
2010 Toyota Avalon Limited,Toyota,2010 Toyota Avalon,Toyota 3.5L 6 Cylinder 268 hp 248 ft-lbs,Gasoline,Front-wheel drive,True,19,28,Automatic transmission,2010,268,248
2011 Toyota Camry,Toyota,2011 Toyota Camry,Toyota 2.5L 4 Cylinder 169 hp 167 ft-lbs,Gasoline,Front-wheel drive,True,22,33,Manual transmission,2011,169,167
2011 Toyota Camry AT,Toyota,2011 Toyota Camry,Toyota 2.5L 4 Cylinder 169 hp 167 ft-lbs,Gasoline,Front-wheel drive,True,22,32,Automatic transmission,2011,169,167
2011 Toyota Camry LE,Toyota,2011 Toyota Camry,Toyota 2.5L 4 Cylinder 169 hp 167 ft-lbs,Gasoline,Front-wheel drive,True,22,33,Manual transmission,2011,169,167
2011 Toyota Camry LE AT,Toyota,2011 Toyota Camry,Toyota 2.5L 4 Cylinder 169 hp 167 ft-lbs,Gasoline,Front-wheel drive,True,22,32,Automatic transmission,2011,169,167
2011 Toyota Camry LE V6,Toyota,2011 Toyota Camry,Toyota 3.5L 6 Cylinder 268 hp 248 ft-lbs,Gasoline,Front-wheel drive,True,20,29,Automatic transmission,2011,268,248
2011 Toyota Camry SE,Toyota,2011 Toyota Camry,Toyota 2.5L 4 Cylinder 179 hp 171 ft-lbs,Gasoline,Front-wheel drive,True,22,33,Manual transmission,2011,179,171
2011 Toyota Camry SE AT,Toyota,2011 Toyota Camry,Toyota 2.5L 4 Cylinder 179 hp 171 ft-lbs,Gasoline,Front-wheel drive,True,22,32,Automatic transmission,2011,179,171
2011 Toyota Camry SE V6,Toyota,2011 Toyota Camry,Toyota 3.5L 6 Cylinder 268 hp 248 ft-lbs,Gasoline,Front-wheel drive,True,20,29,Automatic transmission,2011,268,248
2011 Toyota Camry XLE,Toyota,2011 Toyota Camry,Toyota 2.5L 4 Cylinder 169 hp 167 ft-lbs,Gasoline,Front-wheel drive,True,22,32,Automatic transmission,2011,169,167
2011 Toyota Camry XLE V6,Toyota,2011 Toyota Camry,Toyota 3.5L 6 Cylinder 268 hp 248 ft-lbs,Gasoline,Front-wheel drive,True,20,29,Automatic transmission,2011,268,248
2012 Ford Focus S Sedan,Ford,2012 Ford Focus Sedan,Ford 2.0L 4 Cylinder 160 hp 146 ft-lbs,Gasoline,Front-wheel drive,True,26,36,Manual transmission,2012,160,146
2012 Ford Focus SE Sedan,Ford,2012 Ford Focus Sedan,Ford 2.0L 4 Cylinder 160 hp 146 ft-lbs,Gasoline,Front-wheel drive,True,26,36,Manual transmission,2012,160,146
2011 Ford Focus Sedan S,Ford,2011 Ford Focus Sedan,Ford 2.0L 4 Cylinder 140 hp 136 ft-lbs,Gasoline,Front-wheel drive,True,25,35,Manual transmission,2011,140,136
2011 Ford Focus Sedan S AT,Ford,2011 Ford Focus Sedan,Ford 2.0L 4 Cylinder 140 hp 136 ft-lbs,Gasoline,Front-wheel drive,True,25,34,Automatic transmission,2011,140,136
2011 Ford Focus Sedan SE,Ford,2011 Ford Focus Sedan,Ford 2.0L 4 Cylinder 140 hp 136 ft-lbs,Gasoline,Front-wheel drive,True,25,35,Manual transmission,2011,140,136
2011 Ford Focus Sedan SE AT,Ford,2011 Ford Focus Sedan,Ford 2.0L 4 Cylinder 140 hp 136 ft-lbs,Gasoline,Front-wheel drive,True,25,34,Automatic transmission,2011,140,136
2011 Ford Focus Sedan SES,Ford,2011 Ford Focus Sedan,Ford 2.0L 4 Cylinder 140 hp 136 ft-lbs,Gasoline,Front-wheel drive,True,25,35,Manual transmission,2011,140,136
2011 Ford Focus Sedan SES AT,Ford,2011 Ford Focus Sedan,Ford 2.0L 4 Cylinder 140 hp 136 ft-lbs,Gasoline,Front-wheel drive,True,25,34,Automatic transmission,2011,140,136
2011 Ford Focus Sedan SEL,Ford,2011 Ford Focus Sedan,Ford 2.0L 4 Cylinder 140 hp 136 ft-lbs,Gasoline,Front-wheel drive,True,25,34,Automatic transmission,2011,140,136
2010 Ford Focus Sedan S,Ford,2010 Ford Focus Sedan,Ford 2.0L 4 Cylinder 140 hp 136 ft-lbs,Gasoline,Front-wheel drive,True,24,35,Manual transmission,2010,140,136
2010 Ford Focus Sedan S AT,Ford,2010 Ford Focus Sedan,Ford 2.0L 4 Cylinder 140 hp 136 ft-lbs,Gasoline,Front-wheel drive,True,24,34,Automatic transmission,2010,140,136
2010 Ford Focus Sedan SE,Ford,2010 Ford Focus Sedan,Ford 2.0L 4 Cylinder 140 hp 136 ft-lbs,Gasoline,Front-wheel drive,True,24,35,Manual transmission,2010,140,136
2010 Ford Focus Sedan SE AT,Ford,2010 Ford Focus Sedan,Ford 2.0L 4 Cylinder 140 hp 136 ft-lbs,Gasoline,Front-wheel drive,True,24,34,Automatic transmission,2010,140,136
2010 Ford Focus Sedan SES,Ford,2010 Ford Focus Sedan,Ford 2.0L 4 Cylinder 140 hp 136 ft-lbs,Gasoline,Front-wheel drive,True,24,35,Manual transmission,2010,140,136
2010 Ford Focus Sedan SES AT,Ford,2010 Ford Focus Sedan,Ford 2.0L 4 Cylinder 140 hp 136 ft-lbs,Gasoline,Front-wheel drive,True,24,34,Automatic transmission,2010,140,136
2010 Ford Focus Sedan SEL,Ford,2010 Ford Focus Sedan,Ford 2.0L 4 Cylinder 140 hp 136 ft-lbs,Gasoline,Front-wheel drive,True,24,35,Manual transmission,2010,140,136
2010 Ford Focus Sedan SEL AT,Ford,2010 Ford Focus Sedan,Ford 2.0L 4 Cylinder 140 hp 136 ft-lbs,Gasoline,Front-wheel drive,True,24,34,Automatic transmission,2010,140,136
2011 Nissan Altima Coupe 2.5 S,Nissan,2011 Nissan Altima Coupe,Nissan 2.5L 4 cylinder 175 hp 180 ft-lbs,Gasoline,Front-wheel drive,True,23,31,Manual transmission,2011,175,180
2011 Nissan Altima Coupe 3.5 SR,Nissan,2011 Nissan Altima Coupe,Nissan 3.5L 6 cylinder 270hp 258 ft-lbs,Gasoline,Front-wheel drive,True,18,27,Manual transmission,2011,270,258
2012 Volvo S80 T6 AWD,Volvo,2012 Volvo S80,Volvo 3.0 L 6 Cylinder 300 HP 325 ft-lbs Turbo,Gasoline,All-wheel drive,True,18,26,Automatic transmission,2012,300,325
2012 Volvo S80 3.2,Volvo,2012 Volvo S80,Volvo 3.2 L 6 cylinder 240 hp 236 ft-lbs,Gasoline,Front-wheel drive,True,20,29,Automatic transmission,2012,240,236
2012 Volvo XC60 T6 AWD R-Design,Volvo,2012 Volvo XC60,Volvo 3.0 L 6 Cylinder 325 HP 354 ft-lbs Turbo,Gasoline,All-wheel drive,True,17,23,Automatic transmission,2012,325,354
2012 Volvo XC60 3.2,Volvo,2012 Volvo XC60,Volvo 3.2 L 6 cylinder 240 hp 236 ft-lbs,Gasoline,Front-wheel drive,True,19,25,Automatic transmission,2012,240,236
2012 Volvo XC60 T6 AWD,Volvo,2012 Volvo XC60,Volvo 3.0 L 6 Cylinder 300 HP 325 ft-lbs Turbo,Gasoline,All-wheel drive,True,17,23,Automatic transmission,2012,300,325
2012 Volvo XC70 T6 AWD,Volvo,2012 Volvo XC70,Volvo 3.0 L 6 Cylinder 300 HP 325 ft-lbs Turbo,Gasoline,All-wheel drive,True,17,23,Automatic transmission,2012,300,325
2012 Volvo XC70 3.2,Volvo,2012 Volvo XC70,Volvo 3.2 L 6 cylinder 240 hp 236 ft-lbs,Gasoline,Front-wheel drive,True,19,25,Automatic transmission,2012,240,236
2012 Volvo XC90 3.2,Volvo,2012 Volvo XC90,Volvo 3.2 L 6 cylinder 240 hp 236 ft-lbs,Gasoline,Front-wheel drive,True,16,23,Automatic transmission,2012,240,236
2012 Volvo XC90 3.2 R-Design,Volvo,2012 Volvo XC90,Volvo 3.2 L 6 cylinder 240 hp 236 ft-lbs,Gasoline,Front-wheel drive,True,16,23,Automatic transmission,2012,240,236
2010 Nissan Altima Coupe 2.5 S,Nissan,2010 Nissan Altima Coupe,Nissan 2.5L 4 cylinder 175 hp 180 ft-lbs,Gasoline,Front-wheel drive,True,23,32,Manual transmission,2010,175,180
2010 Nissan Altima Coupe 3.5 SR,Nissan,2010 Nissan Altima Coupe,Nissan 3.5L 6 cylinder 270hp 258 ft-lbs,Gasoline,Front-wheel drive,True,18,27,Manual transmission,2010,270,258
2010 Toyota Camry,Toyota,2010 Toyota Camry,Toyota 2.5L 4 Cylinder 169 hp 167 ft-lbs,Gasoline,Front-wheel drive,True,22,33,Manual transmission,2010,169,167
2010 Toyota Camry  AT,Toyota,2010 Toyota Camry,Toyota 2.5L 4 Cylinder 169 hp 167 ft-lbs,Gasoline,Front-wheel drive,True,22,32,Automatic transmission,2010,169,167
2010 Toyota Camry LE,Toyota,2010 Toyota Camry,Toyota 2.5L 4 Cylinder 169 hp 167 ft-lbs,Gasoline,Front-wheel drive,True,22,33,Manual transmission,2010,169,167
2010 Toyota Camry LE AT,Toyota,2010 Toyota Camry,Toyota 2.5L 4 Cylinder 169 hp 167 ft-lbs,Gasoline,Front-wheel drive,True,22,32,Automatic transmission,2010,169,167
2010 Toyota Camry LE V6,Toyota,2010 Toyota Camry,Toyota 3.5L 6 Cylinder 268 hp 248 ft-lbs,Gasoline,Front-wheel drive,True,19,28,Automatic transmission,2010,268,248
2010 Toyota Camry SE,Toyota,2010 Toyota Camry,Toyota 2.5L 4 Cylinder 179 hp 171 ft-lbs,Gasoline,Front-wheel drive,True,22,33,Manual transmission,2010,179,171
2010 Toyota Camry SE AT,Toyota,2010 Toyota Camry,Toyota 2.5L 4 Cylinder 179 hp 171 ft-lbs,Gasoline,Front-wheel drive,True,22,32,Automatic transmission,2010,179,171
2010 Toyota Camry SE V6,Toyota,2010 Toyota Camry,Toyota 3.5L 6 Cylinder 268 hp 248 ft-lbs,Gasoline,Front-wheel drive,True,19,28,Automatic transmission,2010,268,248
2010 Toyota Camry XLE,Toyota,2010 Toyota Camry,Toyota 2.5L 4 Cylinder 169 hp 167 ft-lbs,Gasoline,Front-wheel drive,True,22,32,Automatic transmission,2010,169,167
2010 Toyota Camry XLE V6,Toyota,2010 Toyota Camry,Toyota 3.5L 6 Cylinder 268 hp 248 ft-lbs,Gasoline,Front-wheel drive,True,19,28,Automatic transmission,2010,268,248
2010 Volvo XC90  R-Design,Volvo,2010 Volvo XC90,Volvo 3.2L 6 Cylinder 235 hp 236 ft-lbs,Gasoline,Front-wheel drive,True,15,22,Automatic transmission,2010,235,236
2011 Volvo XC90 R-Design,Volvo,2011 Volvo XC90,Volvo 3.2 L 6 cylinder 240 hp 236 ft-lbs,Gasoline,Front-wheel drive,True,16,22,Automatic transmission,2011,240,236
2010 Volvo XC60 T6 R-Design,Volvo,2010 Volvo XC60,Volvo 3.0L 6 Cylinder 281 hp 295 ft-lbs Turbo,Gasoline,All-wheel drive,True,16,21,Automatic transmission,2010,281,295
2011 Volvo XC60 T6 R-Design,Volvo,2011 Volvo XC60,Volvo 3.0 L 6 Cylinder 300 HP 325 ft-lbs Turbo,Gasoline,All-wheel drive,True,17,22,Automatic transmission,2011,300,325
2011 Volvo XC60 3.2 R-Design,Volvo,2011 Volvo XC60,Volvo 3.2 L 6 cylinder 240 hp 236 ft-lbs,Gasoline,Front-wheel drive,True,18,25,Automatic transmission,2011,240,236
2010 Volvo V50 R-Design AT,Volvo,2010 Volvo V50,Volvo 2.5L 5 Cylinder 227 hp 236 ft-lbs Turbo,Gasoline,All-wheel drive,True,20,26,Automatic transmission,2010,227,236
2011 Volvo V50 R-Design,Volvo,2011 Volvo V50,Volvo 2.5L 5 Cylinder 227 hp 236 ft-lbs Turbo,Gasoline,Front-wheel drive,True,21,30,Automatic transmission,2011,227,236
2012 Bentley Continental GT,Bentley,2012 Bentley Continental GT,Bentley 6.0L 12 Cylinder 567 hp 516 ft-lbs FFV,E85,All-wheel drive,True,8,14,Automatic transmission,2012,567,516
2010 Bentley Continental GT,Bentley,2010 Bentley Continental GT,Bentley 6.0L 12 cylinder 552 hp 479 ft-lbs Turbo,Gasoline,All-wheel drive,True,10,17,Automatic transmission,2010,552,479
2010 Bentley Continental GT Speed,Bentley,2010 Bentley Continental GT,Bentley 6.0L 12 cylinder 600hp 553 ft-lbs Turbo,Gasoline,All-wheel drive,True,10,17,Automatic transmission,2010,600,553
2010 Ford Focus Coupe SE,Ford,2010 Ford Focus Coupe,Ford 2.0L 4 Cylinder 140 hp 136 ft-lbs,Gasoline,Front-wheel drive,True,24,35,Manual transmission,2010,140,136
2010 Ford Focus Coupe SE AT,Ford,2010 Ford Focus Coupe,Ford 2.0L 4 Cylinder 140 hp 136 ft-lbs,Gasoline,Front-wheel drive,True,24,34,Automatic transmission,2010,140,136
2010 Ford Focus Coupe SES,Ford,2010 Ford Focus Coupe,Ford 2.0L 4 Cylinder 140 hp 136 ft-lbs,Gasoline,Front-wheel drive,True,24,35,Manual transmission,2010,140,136
2010 Ford Focus Coupe SES AT,Ford,2010 Ford Focus Coupe,Ford 2.0L 4 Cylinder 140 hp 136 ft-lbs,Gasoline,Front-wheel drive,True,24,34,Automatic transmission,2010,140,136
2011 Bentley Continental GTC Speed,Bentley,2011 Bentley Continental GTC,Bentley 6.0L 12 Cylinder 600 hp 553 ft-lbs FFV Turbo,Gasoline,All-wheel drive,True,11,18,Automatic transmission,2011,600,553
2010 Bentley Continental GTC Speed,Bentley,2010 Bentley Continental GTC,Bentley 6.0L 12 cylinder 600hp 553 ft-lbs Turbo,Gasoline,All-wheel drive,True,10,17,Automatic transmission,2010,600,553
2010 Bentley Continental GTC,Bentley,2010 Bentley Continental GTC,Bentley 6.0L 12 cylinder 552 hp 479 ft-lbs Turbo,Gasoline,All-wheel drive,True,10,17,Automatic transmission,2010,552,479
2010 Bentley Azure T,Bentley,2010 Bentley Azure T,Bentley 6.8L 8 cylinder 500hp 738 ft-lbs Turbo,Gasoline,Rear-wheel drive,True,9,15,Automatic transmission,2010,500,738
2011 Toyota Corolla,Toyota,2011 Toyota Corolla,Toyota 1.8L 4 Cylinder 132 hp 128 ft-lbs.,Gasoline,Front-wheel drive,True,28,35,Manual transmission,2011,132,128
2011 Toyota Corolla AT,Toyota,2011 Toyota Corolla,Toyota 1.8L 4 Cylinder 132 hp 128 ft-lbs.,Gasoline,Front-wheel drive,True,26,34,Automatic transmission,2011,132,128
2011 Toyota Corolla LE,Toyota,2011 Toyota Corolla,Toyota 1.8L 4 Cylinder 132 hp 128 ft-lbs.,Gasoline,Front-wheel drive,True,26,34,Automatic transmission,2011,132,128
2011 Toyota Corolla S,Toyota,2011 Toyota Corolla,Toyota 1.8L 4 Cylinder 132 hp 128 ft-lbs.,Gasoline,Front-wheel drive,True,28,35,Manual transmission,2011,132,128
2011 Toyota Corolla S AT,Toyota,2011 Toyota Corolla,Toyota 1.8L 4 Cylinder 132 hp 128 ft-lbs.,Gasoline,Front-wheel drive,True,26,34,Automatic transmission,2011,132,128
2010 Rolls-Royce Ghost,Rolls-Royce,2010 Rolls-Royce Ghost,Rolls-Royce 6.6L 12 Cylinder 563 hp 575 ft-lbs,Gasoline,Rear-wheel drive,True,13,20,Automatic transmission,2010,563,575
2011 Audi A5 Cabriolet 2.0 T Quattro,Audi,2011 Audi A5 Cabriolet,Audi 2.0L 4 cylinder 211 hp 258 ft-lbs Turbo,Gasoline,All-wheel drive,True,21,29,Automatic transmission,2011,211,258
2010 Audi A5 Cabriolet 2.0 T Quattro,Audi,2010 Audi A5 Cabriolet,Audi 2.0L 4 cylinder 211 hp 258 ft-lbs Turbo,Gasoline,All-wheel drive,True,20,26,Automatic transmission,2010,211,258
2010 Rolls-Royce Phantom Sedan,Rolls-Royce,2010 Rolls-Royce Phantom Sedan,Rolls-Royce 6.7L 12 Cylinder 453 hp 531 ft-lbs,Gasoline,Rear-wheel drive,True,11,18,Automatic transmission,2010,453,531
2010 Rolls-Royce Phantom Sedan EWB,Rolls-Royce,2010 Rolls-Royce Phantom Sedan,Rolls-Royce 6.7L 12 Cylinder 453 hp 531 ft-lbs,Gasoline,Rear-wheel drive,True,11,18,Automatic transmission,2010,453,531
2012 Audi A5 Coupe 2.0 T,Audi,2012 Audi A5 Coupe,Audi 2.0L 4 cylinder 211 hp 258 ft-lbs Turbo,Gasoline,All-wheel drive,True,21,31,Manual transmission,2012,211,258
2012 Audi A5 Coupe 2.0 T AT,Audi,2012 Audi A5 Coupe,Audi 2.0L 4 cylinder 211 hp 258 ft-lbs Turbo,Gasoline,All-wheel drive,True,21,29,Automatic transmission,2012,211,258
2010 Rolls-Royce Phantom Coupe,Rolls-Royce,2010 Rolls-Royce Phantom Coupe,Rolls-Royce 6.7L 12 Cylinder 453 hp 531 ft-lbs,Gasoline,Rear-wheel drive,True,11,18,Automatic transmission,2010,453,531
2011 Audi A5 Coupe 2.0 T AT,Audi,2011 Audi A5 Coupe,Audi 2.0L 4 cylinder 211 hp 258 ft-lbs Turbo,Gasoline,All-wheel drive,True,21,29,Automatic transmission,2011,211,258
2011 Audi A5 Coupe 2.0 T,Audi,2011 Audi A5 Coupe,Audi 2.0L 4 cylinder 211 hp 258 ft-lbs Turbo,Gasoline,All-wheel drive,True,21,31,Manual transmission,2011,211,258
2010 Audi A5 Coupe 2.0 T,Audi,2010 Audi A5 Coupe,Audi 2.0L 4 cylinder 211 hp 258 ft-lbs Turbo,Gasoline,All-wheel drive,True,22,30,Manual transmission,2010,211,258
2010 Audi A5 Coupe 3.2,Audi,2010 Audi A5 Coupe,Audi 3.2L 6 cylinder 265hp 243 ft-lbs,Gasoline,All-wheel drive,True,18,27,Automatic transmission,2010,265,243
2010 Audi A5 Coupe 2.0 T AT,Audi,2010 Audi A5 Coupe,Audi 2.0L 4 cylinder 211 hp 258 ft-lbs Turbo,Gasoline,All-wheel drive,True,21,27,Automatic transmission,2010,211,258
2010 Rolls-Royce Phantom Drophead Coupe,Rolls-Royce,2010 Rolls-Royce Phantom Drophead Coupe,Rolls-Royce 6.7L 12 Cylinder 453 hp 531 ft-lbs,Gasoline,Rear-wheel drive,True,11,18,Automatic transmission,2010,453,531
2011 Rolls-Royce Ghost,Rolls-Royce,2011 Rolls-Royce Ghost,Rolls-Royce 6.6L 12 Cylinder 563 hp 575 ft-lbs,Gasoline,Rear-wheel drive,True,13,20,Automatic transmission,2011,563,575
