ID;Make;Model;Fuel;Transmission;;Location
2012 Ford Edge Limited AWD;Ford;2012 Ford Edge;Gasoline;Automatic transmission;;IKEA Pallady
2012 Ford Edge Sport;Ford;2012 Ford Edge;Gasoline;Automatic transmission;;Afi Cotroceni
2012 Ford Edge Sport AWD;Ford;2012 Ford Edge;Gasoline;Automatic transmission;;University Square
2010 Ford Edge SE;Ford;2010 Ford Edge;Gasoline;Automatic transmission;;Baneasa Shopping City
2010 Ford Edge SE Fleet;Ford;2010 Ford Edge;Gasoline;Automatic transmission;;IKEA Pallady
2010 Ford Edge SEL;Ford;2010 Ford Edge;Gasoline;Automatic transmission;;Afi Cotroceni
2010 Ford Edge SEL AWD;Ford;2010 Ford Edge;Gasoline;Automatic transmission;;University Square
2010 Ford Edge Limited;Ford;2010 Ford Edge;Gasoline;Automatic transmission;;Baneasa Shopping City
2010 Ford Edge Limited AWD;Ford;2010 Ford Edge;Gasoline;Automatic transmission;;IKEA Pallady
2010 Ford Edge Sport;Ford;2010 Ford Edge;Gasoline;Automatic transmission;;Afi Cotroceni
2010 Ford Edge Sport AWD;Ford;2010 Ford Edge;Gasoline;Automatic transmission;;University Square
2011 Audi S5 Coupe 4.2 AT;Audi;2011 Audi S5 Coupe;Gasoline;Automatic transmission;;Baneasa Shopping City
2011 Audi S5 Coupe 4.2;Audi;2011 Audi S5 Coupe;Gasoline;Manual transmission;;IKEA Pallady
2012 Ford Edge SE Turbo;Ford;2012 Ford Edge;Gasoline;Automatic transmission;;Afi Cotroceni
2012 Ford Edge Limited Turbo;Ford;2012 Ford Edge;Gasoline;Automatic transmission;;University Square
2012 Ford Edge SEL Turbo;Ford;2012 Ford Edge;Gasoline;Automatic transmission;;Baneasa Shopping City
2010 Audi S5 Coupe 4.2 AT;Audi;2010 Audi S5 Coupe;Gasoline;Automatic transmission;;IKEA Pallady
2010 Audi S5 Coupe 4.2;Audi;2010 Audi S5 Coupe;Gasoline;Manual transmission;;Afi Cotroceni
2011 Audi S6;Audi;2011 Audi S6;Gasoline;Automatic transmission;;University Square
2010 Audi S6;Audi;2010 Audi S6;Gasoline;Automatic transmission;;Baneasa Shopping City
2011 Honda Civic DX Sedan;Honda;2011 Honda Civic Sedan;Gasoline;Manual transmission;;IKEA Pallady
2011 Honda Civic DX Sedan AT;Honda;2011 Honda Civic Sedan;Gasoline;Automatic transmission;;Afi Cotroceni
2011 Honda Civic DX-VP Sedan;Honda;2011 Honda Civic Sedan;Gasoline;Manual transmission;;University Square
2011 Honda Civic DX-VP Sedan AT;Honda;2011 Honda Civic Sedan;Gasoline;Automatic transmission;;Baneasa Shopping City
2011 Honda Civic LX Sedan;Honda;2011 Honda Civic Sedan;Gasoline;Manual transmission;;IKEA Pallady
2011 Honda Civic LX Sedan AT;Honda;2011 Honda Civic Sedan;Gasoline;Automatic transmission;;Afi Cotroceni
2011 Honda Civic LX-S Sedan;Honda;2011 Honda Civic Sedan;Gasoline;Manual transmission;;University Square
2011 Honda Civic LX-S Sedan AT;Honda;2011 Honda Civic Sedan;Gasoline;Automatic transmission;;Baneasa Shopping City
2011 Honda Civic EX Sedan;Honda;2011 Honda Civic Sedan;Gasoline;Manual transmission;;IKEA Pallady
2011 Honda Civic EX Sedan AT;Honda;2011 Honda Civic Sedan;Gasoline;Automatic transmission;;Afi Cotroceni
2011 Honda Civic EX-L Sedan;Honda;2011 Honda Civic Sedan;Gasoline;Automatic transmission;;University Square
2011 Honda Civic Si Sedan;Honda;2011 Honda Civic Sedan;Gasoline;Manual transmission;;Baneasa Shopping City
2011 Honda Civic GX Sedan;Honda;2011 Honda Civic Sedan;Compressed natural gas;Automatic transmission;;IKEA Pallady
2012 Chevrolet Corvette Z06 1LZ;Chevrolet;2012 Chevrolet Corvette Z06;Gasoline;Manual transmission;;Afi Cotroceni
2012 Chevrolet Corvette Z06 2LZ;Chevrolet;2012 Chevrolet Corvette Z06;Gasoline;Manual transmission;;University Square
2012 Chevrolet Corvette Z06 3LZ;Chevrolet;2012 Chevrolet Corvette Z06;Gasoline;Manual transmission;;Baneasa Shopping City
2011 Chevrolet Corvette Z06 1LZ;Chevrolet;2011 Chevrolet Corvette Z06;Gasoline;Manual transmission;;IKEA Pallady
2011 Chevrolet Corvette Z06 2LZ;Chevrolet;2011 Chevrolet Corvette Z06;Gasoline;Manual transmission;;Afi Cotroceni
2011 Chevrolet Corvette Z06 3LZ;Chevrolet;2011 Chevrolet Corvette Z06;Gasoline;Manual transmission;;University Square
2010 Chevrolet Corvette Z06 1LZ;Chevrolet;2010 Chevrolet Corvette Z06;Gasoline;Manual transmission;;Baneasa Shopping City
2010 Chevrolet Corvette Z06 2LZ;Chevrolet;2010 Chevrolet Corvette Z06;Gasoline;Manual transmission;;IKEA Pallady
2010 Chevrolet Corvette Z06 3LZ;Chevrolet;2010 Chevrolet Corvette Z06;Gasoline;Manual transmission;;Afi Cotroceni
2012 Chevrolet Corvette Convertible 1LT;Chevrolet;2012 Chevrolet Corvette Convertible;Gasoline;Manual transmission;;University Square
2012 Chevrolet Corvette Convertible 1LT AT;Chevrolet;2012 Chevrolet Corvette Convertible;Gasoline;Automatic transmission;;Baneasa Shopping City
2012 Chevrolet Corvette Convertible 2LT;Chevrolet;2012 Chevrolet Corvette Convertible;Gasoline;Manual transmission;;IKEA Pallady
2012 Chevrolet Corvette Convertible 2LT AT;Chevrolet;2012 Chevrolet Corvette Convertible;Gasoline;Automatic transmission;;Afi Cotroceni
2012 Chevrolet Corvette Convertible 3LT;Chevrolet;2012 Chevrolet Corvette Convertible;Gasoline;Manual transmission;;University Square
2012 Chevrolet Corvette Convertible 3LT AT;Chevrolet;2012 Chevrolet Corvette Convertible;Gasoline;Automatic transmission;;Baneasa Shopping City
2012 Chevrolet Corvette Convertible 4LT;Chevrolet;2012 Chevrolet Corvette Convertible;Gasoline;Manual transmission;;IKEA Pallady
2012 Chevrolet Corvette Convertible 4LT AT;Chevrolet;2012 Chevrolet Corvette Convertible;Gasoline;Automatic transmission;;Afi Cotroceni
2010 Nissan Pathfinder S 4x4;Nissan;2010 Nissan Pathfinder;Gasoline;Automatic transmission;;University Square
2010 Nissan Pathfinder S FE+;Nissan;2010 Nissan Pathfinder;Gasoline;Automatic transmission;;Baneasa Shopping City
2010 Nissan Pathfinder SE;Nissan;2010 Nissan Pathfinder;Gasoline;Automatic transmission;;IKEA Pallady
2010 Nissan Pathfinder LE 4x4;Nissan;2010 Nissan Pathfinder;Gasoline;Automatic transmission;;Afi Cotroceni
2010 Nissan Pathfinder LE 4x4 V8;Nissan;2010 Nissan Pathfinder;Gasoline;Automatic transmission;;University Square
2010 Nissan Pathfinder SE 4x4;Nissan;2010 Nissan Pathfinder;Gasoline;Automatic transmission;;Baneasa Shopping City
2010 Nissan Pathfinder LE;Nissan;2010 Nissan Pathfinder;Gasoline;Automatic transmission;;IKEA Pallady
2010 Volkswagen Routan S;Volkswagen;2010  Volkswagen Routan;Gasoline;Automatic transmission;;Afi Cotroceni
2010 Volkswagen Routan SE;Volkswagen;2010  Volkswagen Routan;Gasoline;Automatic transmission;;University Square
2010 Volkswagen Routan SEL;Volkswagen;2010  Volkswagen Routan;Gasoline;Automatic transmission;;Baneasa Shopping City
2010 Volkswagen Routan SEL Premium;Volkswagen;2010  Volkswagen Routan;Gasoline;Automatic transmission;;IKEA Pallady
2009 Nissan Pathfinder LE;Nissan;2009 Nissan Pathfinder;Gasoline;Automatic transmission;;Afi Cotroceni
2009 Nissan Pathfinder SE Off-Road;Nissan;2009 Nissan Pathfinder;Gasoline;Automatic transmission;;University Square
2009 Nissan Pathfinder SE 4x4;Nissan;2009 Nissan Pathfinder;Gasoline;Automatic transmission;;Baneasa Shopping City
2009 Nissan Pathfinder LE 4x4 V8;Nissan;2009 Nissan Pathfinder;Gasoline;Automatic transmission;;IKEA Pallady
